25, 13, 14, 3, 2022371
0, 0, 18, 16, 2022372
21, 10, 27, 10, 2022373
3, 5, 29, 24, 2022374
15, 10, 22, 18, 2022375
23, 8, 4, 9, 2022376
4, 10, 24, 15, 2022377
23, 5, 16, 25, 2022378
10, 14, 30, 12, 2022379
21, 4, 19, 22, 2022380
5, 1, 22, 23, 2022381
5, 12, 2, 5, 2022382
30, 3, 12, 21, 2022383
20, 13, 16, 13, 2022384
6, 15, 16, 2, 2022385
23, 14, 8, 0, 2022386
6, 0, 13, 7, 2022387
21, 12, 7, 23, 2022388
4, 7, 28, 13, 2022389
29, 2, 2, 1, 2022390
19, 8, 19, 22, 2022391
26, 14, 17, 14, 2022392
1, 14, 11, 9, 2022393
30, 1, 8, 16, 2022394
2, 5, 1, 24, 2022395
25, 2, 13, 25, 2022396
10, 13, 27, 20, 2022397
15, 13, 30, 25, 2022398
29, 0, 1, 4, 2022399
9, 14, 5, 12, 2022400
29, 7, 2, 12, 2022401
3, 12, 19, 12, 2022402
6, 8, 10, 11, 2022403
14, 15, 13, 7, 2022404
12, 13, 30, 12, 2022405
23, 8, 17, 19, 2022406
24, 12, 19, 22, 2022407
17, 6, 14, 16, 2022408
0, 4, 11, 20, 2022409
18, 5, 14, 11, 2022410
25, 4, 25, 4, 2022411
7, 11, 10, 24, 2022412
26, 8, 0, 16, 2022413
26, 13, 8, 25, 2022414
18, 14, 9, 7, 2022415
23, 8, 25, 15, 2022416
27, 10, 13, 1, 2022417
27, 8, 0, 8, 2022418
5, 4, 11, 16, 2022419
20, 10, 26, 25, 2022420
14, 4, 22, 2, 2022421
8, 6, 29, 2, 2022422
1, 14, 9, 16, 2022423
28, 7, 28, 15, 2022424
10, 15, 21, 24, 2022425
6, 0, 11, 4, 2022426
28, 11, 23, 1, 2022427
10, 10, 16, 25, 2022428
17, 9, 24, 0, 2022429
18, 11, 14, 25, 2022430
13, 10, 28, 4, 2022431
0, 12, 12, 22, 2022432
11, 8, 22, 25, 2022433
9, 6, 23, 20, 2022434
20, 3, 23, 19, 2022435
9, 15, 23, 22, 2022436
12, 2, 7, 12, 2022437
8, 11, 20, 25, 2022438
8, 6, 18, 7, 2022439
3, 6, 21, 23, 2022440
18, 6, 27, 1, 2022441
28, 3, 6, 2, 2022442
15, 15, 11, 19, 2022443
14, 3, 1, 19, 2022444
23, 15, 25, 22, 2022445
25, 4, 12, 18, 2022446
7, 3, 10, 21, 2022447
0, 6, 18, 20, 2022448
30, 6, 3, 18, 2022449
29, 7, 9, 1, 2022450
21, 12, 20, 19, 2022451
10, 10, 1, 5, 2022452
7, 2, 8, 17, 2022453
27, 4, 21, 11, 2022454
4, 13, 21, 18, 2022455
15, 5, 3, 17, 2022456
12, 15, 30, 12, 2022457
8, 8, 23, 15, 2022458
30, 8, 24, 25, 2022459
26, 14, 9, 4, 2022460
15, 1, 27, 15, 2022461
17, 4, 6, 21, 2022462
9, 6, 25, 23, 2022463
30, 4, 25, 1, 2022464
21, 15, 29, 22, 2022465
22, 6, 2, 16, 2022466
2, 11, 16, 1, 2022467
0, 1, 28, 23, 2022468
22, 0, 8, 23, 2022469
20, 12, 19, 3, 2022470
10, 13, 10, 11, 2022471
24, 9, 27, 17, 2022472
9, 4, 18, 9, 2022473
30, 8, 27, 15, 2022474
3, 12, 15, 0, 2022475
10, 8, 30, 22, 2022476
7, 1, 18, 3, 2022477
11, 3, 15, 9, 2022478
23, 13, 20, 4, 2022479
18, 15, 0, 5, 2022480
26, 8, 5, 7, 2022481
7, 5, 6, 3, 2022482
9, 10, 4, 5, 2022483
19, 1, 26, 4, 2022484
24, 6, 8, 8, 2022485
7, 0, 4, 9, 2022486
8, 4, 3, 3, 2022487
8, 10, 13, 11, 2022488
12, 0, 29, 23, 2022489
13, 2, 30, 23, 2022490
28, 13, 21, 7, 2022491
24, 12, 18, 1, 2022492
20, 0, 9, 4, 2022493
8, 6, 21, 6, 2022494
14, 3, 23, 14, 2022495
0, 10, 15, 13, 2022496
4, 2, 26, 23, 2022497
25, 10, 21, 25, 2022498
6, 13, 5, 10, 2022499
4, 6, 19, 10, 2022500
6, 5, 30, 15, 2022501
23, 11, 7, 11, 2022502
2, 15, 25, 1, 2022503
14, 2, 21, 2, 2022504
28, 4, 22, 15, 2022505
16, 9, 27, 12, 2022506
6, 11, 18, 22, 2022507
12, 0, 15, 13, 2022508
16, 12, 7, 6, 2022509
30, 8, 11, 11, 2022510
12, 3, 2, 11, 2022511
18, 1, 22, 5, 2022512
18, 14, 13, 22, 2022513
30, 10, 17, 24, 2022514
26, 11, 4, 18, 2022515
3, 4, 28, 11, 2022516
3, 3, 12, 5, 2022517
23, 12, 2, 5, 2022518
8, 7, 11, 6, 2022519
9, 14, 29, 5, 2022520
0, 14, 9, 7, 2022521
11, 11, 21, 21, 2022522
11, 8, 7, 6, 2022523
2, 15, 2, 5, 2022524
27, 8, 25, 20, 2022525
24, 12, 23, 11, 2022526
26, 14, 4, 17, 2022527
1, 11, 4, 19, 2022528
13, 1, 10, 12, 2022529
3, 1, 5, 25, 2022530
25, 6, 21, 24, 2022531
26, 9, 6, 6, 2022532
24, 12, 27, 2, 2022533
25, 14, 9, 19, 2022534
22, 7, 12, 13, 2022535
1, 15, 20, 9, 2022536
9, 12, 26, 25, 2022537
27, 10, 19, 7, 2022538
10, 2, 26, 15, 2022539
5, 10, 9, 11, 2022540
19, 6, 2, 12, 2022541
30, 7, 30, 8, 2022542
19, 5, 13, 25, 2022543
12, 1, 20, 21, 2022544
4, 5, 29, 23, 2022545
4, 12, 14, 3, 2022546
19, 4, 19, 3, 2022547
14, 14, 24, 16, 2022548
1, 1, 17, 10, 2022549
15, 13, 7, 12, 2022550
7, 0, 25, 2, 2022551
11, 13, 15, 25, 2022552
16, 4, 7, 1, 2022553
20, 1, 14, 10, 2022554
17, 5, 29, 11, 2022555
29, 6, 25, 2, 2022556
24, 10, 22, 8, 2022557
25, 0, 5, 11, 2022558
7, 8, 16, 18, 2022559
10, 9, 23, 2, 2022560
17, 1, 13, 24, 2022561
30, 8, 11, 13, 2022562
29, 13, 4, 7, 2022563
4, 10, 15, 15, 2022564
15, 8, 12, 25, 2022565
5, 11, 30, 25, 2022566
9, 8, 21, 10, 2022567
19, 15, 22, 8, 2022568
22, 7, 4, 0, 2022569
12, 0, 25, 13, 2022570
10, 12, 6, 12, 2022571
25, 9, 23, 16, 2022572
24, 11, 22, 11, 2022573
14, 3, 4, 12, 2022574
15, 4, 22, 0, 2022575
15, 1, 13, 22, 2022576
16, 13, 11, 16, 2022577
4, 15, 5, 18, 2022578
4, 11, 22, 5, 2022579
0, 0, 24, 15, 2022580
13, 14, 22, 23, 2022581
4, 1, 26, 17, 2022582
2, 15, 29, 11, 2022583
25, 6, 10, 20, 2022584
21, 12, 8, 14, 2022585
20, 13, 18, 10, 2022586
19, 7, 24, 19, 2022587
15, 15, 21, 8, 2022588
4, 4, 1, 5, 2022589
3, 5, 18, 24, 2022590
0, 9, 11, 5, 2022591
27, 11, 8, 7, 2022592
26, 8, 30, 15, 2022593
27, 1, 9, 22, 2022594
26, 2, 17, 19, 2022595
13, 12, 19, 24, 2022596
18, 8, 12, 11, 2022597
13, 1, 15, 24, 2022598
7, 15, 25, 13, 2022599
15, 4, 19, 21, 2022600
4, 5, 4, 13, 2022601
0, 12, 30, 0, 2022602
1, 9, 19, 2, 2022603
15, 13, 30, 9, 2022604
15, 14, 16, 20, 2022605
7, 6, 10, 18, 2022606
3, 11, 9, 14, 2022607
27, 5, 6, 8, 2022608
10, 7, 26, 20, 2022609
15, 9, 21, 25, 2022610
16, 7, 1, 8, 2022611
3, 6, 12, 3, 2022612
20, 14, 5, 10, 2022613
13, 0, 15, 23, 2022614
3, 11, 4, 9, 2022615
15, 9, 26, 2, 2022616
28, 3, 9, 8, 2022617
20, 12, 25, 9, 2022618
17, 0, 27, 21, 2022619
3, 6, 0, 21, 2022620
14, 3, 23, 10, 2022621
26, 0, 21, 1, 2022622
15, 13, 15, 4, 2022623
0, 8, 21, 4, 2022624
11, 12, 14, 0, 2022625
13, 4, 4, 1, 2022626
19, 11, 5, 4, 2022627
14, 9, 19, 11, 2022628
27, 1, 25, 8, 2022629
24, 14, 17, 2, 2022630
1, 13, 9, 19, 2022631
11, 4, 12, 5, 2022632
12, 15, 13, 14, 2022633
30, 12, 8, 9, 2022634
24, 12, 2, 17, 2022635
14, 10, 28, 2, 2022636
1, 0, 21, 5, 2022637
15, 6, 3, 6, 2022638
4, 14, 22, 7, 2022639
9, 3, 3, 9, 2022640
9, 6, 4, 14, 2022641
7, 15, 24, 9, 2022642
25, 8, 25, 1, 2022643
5, 11, 27, 19, 2022644
23, 4, 10, 22, 2022645
1, 14, 20, 7, 2022646
12, 2, 14, 8, 2022647
5, 9, 26, 21, 2022648
1, 13, 2, 10, 2022649
4, 2, 25, 15, 2022650
21, 6, 12, 17, 2022651
11, 15, 20, 22, 2022652
26, 10, 1, 16, 2022653
24, 7, 1, 20, 2022654
19, 7, 21, 20, 2022655
19, 9, 11, 22, 2022656
10, 12, 30, 10, 2022657
5, 15, 16, 6, 2022658
20, 15, 16, 1, 2022659
5, 6, 23, 14, 2022660
4, 7, 23, 2, 2022661
2, 7, 14, 24, 2022662
5, 3, 2, 25, 2022663
3, 1, 0, 23, 2022664
19, 0, 24, 8, 2022665
25, 13, 21, 20, 2022666
9, 9, 30, 24, 2022667
0, 0, 24, 7, 2022668
11, 13, 29, 17, 2022669
19, 9, 1, 2, 2022670
27, 4, 18, 21, 2022671
4, 1, 12, 1, 2022672
23, 3, 26, 1, 2022673
11, 9, 17, 22, 2022674
17, 15, 11, 13, 2022675
25, 1, 2, 19, 2022676
19, 8, 10, 17, 2022677
12, 12, 1, 13, 2022678
24, 0, 13, 5, 2022679
4, 6, 5, 2, 2022680
29, 6, 8, 11, 2022681
25, 6, 26, 4, 2022682
8, 11, 7, 17, 2022683
14, 1, 17, 0, 2022684
19, 11, 26, 3, 2022685
18, 2, 0, 15, 2022686
8, 8, 20, 23, 2022687
18, 10, 28, 18, 2022688
1, 4, 30, 14, 2022689
20, 7, 4, 21, 2022690
24, 13, 17, 16, 2022691
17, 10, 10, 21, 2022692
28, 10, 4, 4, 2022693
2, 9, 15, 21, 2022694
21, 9, 30, 15, 2022695
18, 6, 5, 19, 2022696
23, 2, 13, 5, 2022697
8, 0, 13, 1, 2022698
15, 2, 17, 5, 2022699
13, 13, 18, 8, 2022700
11, 9, 17, 23, 2022701
28, 4, 12, 13, 2022702
18, 14, 1, 17, 2022703
19, 3, 3, 17, 2022704
27, 8, 10, 21, 2022705
25, 9, 2, 20, 2022706
23, 15, 1, 15, 2022707
15, 13, 26, 10, 2022708
1, 5, 29, 3, 2022709
26, 11, 8, 13, 2022710
9, 1, 29, 15, 2022711
24, 5, 12, 10, 2022712
22, 3, 23, 15, 2022713
10, 0, 7, 13, 2022714
29, 11, 21, 3, 2022715
6, 12, 10, 23, 2022716
28, 13, 13, 16, 2022717
11, 2, 19, 21, 2022718
4, 1, 22, 21, 2022719
24, 14, 24, 7, 2022720
17, 12, 3, 17, 2022721
21, 11, 20, 18, 2022722
9, 5, 9, 20, 2022723
16, 1, 1, 13, 2022724
4, 12, 22, 7, 2022725
20, 2, 30, 24, 2022726
11, 9, 22, 3, 2022727
29, 3, 18, 24, 2022728
21, 15, 20, 9, 2022729
2, 14, 5, 0, 2022730
0, 6, 16, 15, 2022731
7, 10, 3, 5, 2022732
1, 10, 2, 19, 2022733
22, 8, 29, 19, 2022734
12, 10, 26, 13, 2022735
19, 3, 20, 14, 2022736
14, 3, 15, 19, 2022737
11, 4, 23, 18, 2022738
28, 15, 25, 25, 2022739
19, 15, 3, 10, 2022740
5, 0, 27, 5, 2022741
7, 4, 25, 5, 2022742
30, 13, 17, 18, 2022743
20, 9, 7, 7, 2022744
11, 13, 8, 19, 2022745
22, 0, 14, 16, 2022746
19, 4, 8, 13, 2022747
30, 11, 23, 25, 2022748
19, 7, 27, 10, 2022749
27, 14, 10, 3, 2022750
15, 12, 0, 14, 2022751
30, 11, 14, 7, 2022752
5, 14, 0, 12, 2022753
26, 15, 26, 18, 2022754
19, 6, 17, 9, 2022755
25, 12, 10, 2, 2022756
7, 13, 6, 0, 2022757
23, 14, 21, 23, 2022758
29, 4, 12, 2, 2022759
11, 3, 1, 4, 2022760
17, 12, 9, 22, 2022761
3, 11, 12, 7, 2022762
28, 2, 22, 19, 2022763
26, 7, 5, 16, 2022764
29, 10, 3, 19, 2022765
20, 9, 27, 17, 2022766
10, 15, 18, 16, 2022767
22, 2, 21, 4, 2022768
29, 6, 23, 21, 2022769
6, 3, 0, 21, 2022770
13, 0, 18, 9, 2022771
30, 11, 14, 24, 2022772
22, 13, 10, 15, 2022773
1, 6, 9, 9, 2022774
21, 0, 7, 22, 2022775
0, 3, 5, 13, 2022776
24, 0, 0, 3, 2022777
13, 5, 5, 16, 2022778
24, 8, 15, 17, 2022779
8, 6, 7, 23, 2022780
26, 5, 2, 5, 2022781
1, 15, 22, 2, 2022782
3, 13, 14, 21, 2022783
30, 9, 29, 18, 2022784
7, 11, 2, 16, 2022785
2, 1, 21, 19, 2022786
18, 14, 29, 2, 2022787
25, 0, 4, 0, 2022788
14, 9, 4, 6, 2022789
1, 6, 26, 1, 2022790
1, 9, 10, 4, 2022791
27, 4, 26, 9, 2022792
2, 10, 6, 14, 2022793
6, 15, 29, 4, 2022794
1, 10, 10, 2, 2022795
9, 2, 4, 25, 2022796
8, 12, 20, 9, 2022797
0, 5, 7, 2, 2022798
10, 11, 6, 9, 2022799
7, 8, 15, 4, 2022800
20, 5, 14, 19, 2022801
15, 2, 16, 2, 2022802
30, 4, 17, 11, 2022803
3, 14, 30, 1, 2022804
24, 2, 27, 6, 2022805
22, 6, 28, 16, 2022806
24, 3, 13, 13, 2022807
20, 15, 17, 17, 2022808
4, 7, 21, 19, 2022809
23, 2, 22, 17, 2022810
5, 3, 20, 1, 2022811
1, 10, 25, 10, 2022812
5, 6, 27, 0, 2022813
14, 8, 21, 0, 2022814
5, 2, 28, 2, 2022815
16, 10, 16, 20, 2022816
8, 12, 21, 20, 2022817
20, 10, 7, 14, 2022818
9, 1, 2, 25, 2022819
3, 13, 28, 23, 2022820
30, 1, 25, 22, 2022821
14, 2, 17, 24, 2022822
15, 12, 24, 2, 2022823
15, 1, 14, 1, 2022824
9, 11, 16, 12, 2022825
6, 7, 1, 17, 2022826
3, 15, 2, 9, 2022827
3, 8, 12, 19, 2022828
11, 1, 20, 21, 2022829
26, 5, 9, 23, 2022830
4, 3, 2, 16, 2022831
3, 14, 10, 15, 2022832
25, 11, 30, 3, 2022833
28, 12, 25, 15, 2022834
28, 10, 9, 11, 2022835
7, 2, 5, 20, 2022836
15, 1, 12, 3, 2022837
4, 12, 23, 13, 2022838
24, 14, 0, 0, 2022839
0, 3, 9, 4, 2022840
4, 7, 9, 0, 2022841
0, 12, 18, 22, 2022842
20, 13, 20, 8, 2022843
13, 5, 22, 20, 2022844
12, 1, 26, 23, 2022845
22, 13, 24, 0, 2022846
22, 12, 11, 20, 2022847
16, 15, 1, 7, 2022848
21, 8, 29, 24, 2022849
9, 10, 27, 17, 2022850
17, 15, 14, 16, 2022851
23, 2, 2, 23, 2022852
6, 14, 15, 14, 2022853
17, 5, 7, 13, 2022854
15, 3, 30, 9, 2022855
7, 12, 22, 17, 2022856
9, 10, 10, 18, 2022857
9, 0, 26, 6, 2022858
11, 11, 26, 14, 2022859
7, 2, 17, 22, 2022860
27, 2, 23, 22, 2022861
2, 11, 16, 18, 2022862
14, 11, 26, 20, 2022863
23, 15, 10, 14, 2022864
17, 2, 24, 3, 2022865
29, 6, 4, 16, 2022866
11, 5, 24, 9, 2022867
20, 3, 14, 5, 2022868
2, 14, 25, 0, 2022869
12, 11, 20, 16, 2022870
11, 0, 20, 16, 2022871
30, 5, 25, 17, 2022872
2, 7, 6, 11, 2022873
9, 6, 1, 9, 2022874
5, 8, 19, 12, 2022875
24, 10, 4, 23, 2022876
14, 4, 26, 19, 2022877
24, 15, 12, 11, 2022878
30, 14, 26, 9, 2022879
30, 15, 15, 23, 2022880
7, 6, 15, 11, 2022881
28, 7, 15, 8, 2022882
2, 11, 12, 16, 2022883
14, 13, 18, 20, 2022884
25, 4, 3, 16, 2022885
9, 12, 0, 4, 2022886
6, 7, 12, 12, 2022887
2, 9, 6, 15, 2022888
0, 13, 23, 4, 2022889
13, 9, 27, 23, 2022890
5, 15, 10, 17, 2022891
27, 14, 12, 25, 2022892
10, 11, 3, 18, 2022893
17, 14, 18, 17, 2022894
3, 14, 1, 12, 2022895
30, 8, 22, 20, 2022896
1, 2, 8, 15, 2022897
21, 7, 30, 12, 2022898
10, 13, 11, 9, 2022899
9, 3, 14, 19, 2022900
10, 8, 20, 1, 2022901
21, 1, 8, 18, 2022902
20, 11, 24, 15, 2022903
28, 14, 14, 15, 2022904
6, 11, 8, 9, 2022905
1, 2, 14, 10, 2022906
22, 8, 2, 9, 2022907
27, 14, 26, 7, 2022908
13, 2, 4, 14, 2022909
8, 5, 1, 20, 2022910
12, 13, 11, 14, 2022911
27, 13, 7, 12, 2022912
7, 14, 20, 6, 2022913
5, 8, 19, 10, 2022914
2, 5, 15, 15, 2022915
2, 6, 21, 23, 2022916
22, 8, 10, 7, 2022917
11, 12, 14, 21, 2022918
17, 15, 28, 15, 2022919
8, 9, 0, 5, 2022920
4, 3, 27, 24, 2022921
1, 2, 11, 3, 2022922
20, 14, 30, 7, 2022923
19, 6, 14, 12, 2022924
16, 13, 9, 5, 2022925
17, 1, 18, 4, 2022926
6, 0, 6, 24, 2022927
4, 10, 28, 14, 2022928
13, 5, 30, 17, 2022929
23, 14, 12, 21, 2022930
1, 1, 6, 12, 2022931
14, 3, 25, 17, 2022932
20, 0, 16, 9, 2022933
6, 3, 10, 16, 2022934
24, 6, 0, 1, 2022935
15, 13, 15, 10, 2022936
5, 5, 24, 18, 2022937
23, 4, 4, 7, 2022938
0, 13, 3, 1, 2022939
29, 12, 0, 3, 2022940
4, 14, 4, 20, 2022941
20, 0, 7, 6, 2022942
0, 2, 16, 10, 2022943
7, 10, 20, 3, 2022944
24, 15, 15, 13, 2022945
9, 14, 5, 10, 2022946
10, 0, 8, 21, 2022947
11, 2, 27, 24, 2022948
8, 15, 30, 10, 2022949
15, 4, 18, 16, 2022950
3, 2, 14, 0, 2022951
4, 7, 11, 7, 2022952
30, 2, 3, 23, 2022953
7, 15, 14, 14, 2022954
23, 1, 19, 7, 2022955
29, 0, 14, 18, 2022956
7, 7, 13, 22, 2022957
21, 0, 1, 24, 2022958
19, 5, 25, 23, 2022959
12, 13, 19, 21, 2022960
15, 9, 4, 4, 2022961
2, 7, 20, 14, 2022962
25, 1, 23, 22, 2022963
3, 11, 18, 13, 2022964
23, 5, 1, 24, 2022965
11, 1, 2, 7, 2022966
15, 10, 20, 8, 2022967
21, 9, 21, 13, 2022968
6, 4, 10, 9, 2022969
29, 11, 19, 21, 2022970
29, 13, 7, 11, 2022971
10, 4, 19, 10, 2022972
18, 15, 12, 0, 2022973
30, 10, 0, 0, 2022974
16, 4, 22, 10, 2022975
0, 7, 21, 23, 2022976
13, 15, 7, 12, 2022977
0, 14, 29, 11, 2022978
30, 1, 1, 8, 2022979
23, 12, 20, 13, 2022980
14, 2, 16, 4, 2022981
7, 13, 8, 23, 2022982
12, 7, 9, 20, 2022983
2, 5, 17, 20, 2022984
25, 12, 16, 14, 2022985
14, 11, 8, 20, 2022986
0, 4, 25, 21, 2022987
6, 10, 24, 3, 2022988
16, 10, 2, 10, 2022989
2, 10, 22, 5, 2022990
3, 1, 10, 11, 2022991
19, 8, 7, 12, 2022992
14, 7, 26, 14, 2022993
6, 8, 4, 13, 2022994
12, 1, 4, 1, 2022995
19, 5, 8, 19, 2022996
22, 3, 1, 25, 2022997
4, 10, 16, 20, 2022998
21, 6, 7, 12, 2022999
13, 3, 11, 24, 2023000
14, 8, 26, 8, 2023001
4, 7, 22, 24, 2023002
29, 1, 8, 11, 2023003
15, 4, 12, 10, 2023004
15, 4, 16, 19, 2023005
6, 6, 20, 12, 2023006
1, 8, 0, 7, 2023007
0, 4, 23, 21, 2023008
11, 8, 6, 22, 2023009
20, 7, 27, 3, 2023010
28, 3, 30, 11, 2023011
25, 13, 11, 20, 2023012
29, 13, 19, 17, 2023013
13, 14, 23, 22, 2023014
5, 1, 1, 5, 2023015
21, 13, 27, 9, 2023016
18, 13, 1, 19, 2023017
17, 10, 7, 6, 2023018
3, 12, 3, 0, 2023019
26, 11, 6, 6, 2023020
25, 14, 6, 5, 2023021
21, 0, 15, 23, 2023022
16, 8, 28, 16, 2023023
22, 9, 29, 23, 2023024
27, 8, 30, 25, 2023025
18, 9, 0, 0, 2023026
1, 0, 23, 7, 2023027
28, 15, 2, 23, 2023028
2, 13, 26, 20, 2023029
24, 1, 18, 6, 2023030
6, 14, 18, 6, 2023031
28, 1, 23, 15, 2023032
2, 9, 13, 16, 2023033
2, 2, 0, 6, 2023034
7, 0, 23, 4, 2023035
11, 10, 16, 11, 2023036
24, 4, 1, 8, 2023037
12, 13, 24, 12, 2023038
13, 3, 7, 16, 2023039
30, 6, 1, 4, 2023040
14, 3, 5, 16, 2023041
2, 4, 3, 9, 2023042
17, 7, 13, 3, 2023043
24, 12, 7, 23, 2023044
12, 6, 2, 5, 2023045
16, 7, 3, 25, 2023046
28, 15, 13, 14, 2023047
8, 9, 5, 14, 2023048
4, 3, 19, 20, 2023049
30, 5, 9, 22, 2023050
17, 12, 21, 14, 2023051
4, 4, 9, 16, 2023052
1, 10, 15, 15, 2023053
6, 10, 3, 3, 2023054
4, 14, 6, 16, 2023055
4, 0, 27, 25, 2023056
7, 3, 23, 7, 2023057
1, 10, 23, 3, 2023058
20, 2, 15, 4, 2023059
25, 12, 8, 17, 2023060
16, 12, 19, 7, 2023061
4, 13, 6, 25, 2023062
15, 2, 1, 7, 2023063
30, 1, 20, 4, 2023064
20, 11, 5, 4, 2023065
22, 11, 28, 9, 2023066
5, 15, 4, 14, 2023067
16, 11, 30, 23, 2023068
6, 3, 20, 13, 2023069
8, 5, 20, 15, 2023070
1, 2, 27, 2, 2023071
10, 7, 29, 2, 2023072
29, 4, 16, 8, 2023073
18, 2, 22, 18, 2023074
22, 2, 29, 12, 2023075
9, 4, 11, 12, 2023076
1, 1, 14, 5, 2023077
21, 10, 27, 2, 2023078
15, 11, 25, 17, 2023079
17, 14, 19, 23, 2023080
6, 8, 22, 23, 2023081
27, 15, 12, 10, 2023082
0, 5, 12, 13, 2023083
9, 0, 1, 0, 2023084
8, 6, 25, 9, 2023085
20, 8, 23, 14, 2023086
30, 3, 21, 8, 2023087
3, 15, 9, 0, 2023088
6, 13, 15, 24, 2023089
7, 5, 6, 12, 2023090
2, 2, 1, 12, 2023091
18, 2, 10, 0, 2023092
16, 9, 23, 17, 2023093
12, 1, 3, 0, 2023094
26, 0, 4, 17, 2023095
0, 8, 18, 9, 2023096
9, 8, 25, 24, 2023097
18, 15, 1, 1, 2023098
11, 4, 21, 2, 2023099
3, 12, 18, 5, 2023100
25, 14, 11, 16, 2023101
11, 13, 9, 24, 2023102
22, 10, 6, 2, 2023103
15, 8, 1, 14, 2023104
18, 7, 6, 24, 2023105
4, 6, 8, 2, 2023106
30, 2, 29, 14, 2023107
0, 6, 0, 22, 2023108
6, 0, 16, 0, 2023109
30, 11, 1, 18, 2023110
2, 1, 14, 11, 2023111
13, 9, 24, 16, 2023112
28, 3, 14, 8, 2023113
16, 14, 30, 12, 2023114
9, 2, 24, 18, 2023115
4, 14, 17, 10, 2023116
17, 15, 5, 2, 2023117
24, 0, 16, 12, 2023118
21, 5, 19, 12, 2023119
8, 4, 26, 1, 2023120
9, 9, 21, 21, 2023121
30, 14, 10, 5, 2023122
24, 9, 27, 15, 2023123
21, 5, 7, 8, 2023124
28, 12, 26, 16, 2023125
30, 1, 9, 18, 2023126
