2023060, 62.0, C
2023087, 62.0, C
2023112, 62.0, C
2023181, 62.0, C
2023219, 62.0, C
2022263, 61.0, C
2022284, 61.0, C
2022327, 61.0, C
2022338, 61.0, C
2022349, 61.0, C
2022374, 61.0, C
2022428, 61.0, C
2022527, 61.0, C
2022545, 61.0, C
2022584, 61.0, C
2022586, 61.0, C
2022629, 61.0, C
2022648, 61.0, C
2022656, 61.0, C
2022682, 61.0, C
2022735, 61.0, C
2022765, 61.0, C
2022817, 61.0, C
2022843, 61.0, C
2022876, 61.0, C
2022956, 61.0, C
2022993, 61.0, C
2023029, 61.0, C
2023038, 61.0, C
2022264, 60.0, C
2022278, 60.0, C
2022443, 60.0, C
2022464, 60.0, C
2022479, 60.0, C
2022510, 60.0, C
2022565, 60.0, C
2022599, 60.0, C
2022701, 60.0, C
2022761, 60.0, C
2022773, 60.0, C
2022844, 60.0, C
2022971, 60.0, C
2023074, 60.0, C
2023078, 60.0, C
2023110, 60.0, C
2023121, 60.0, C
2023156, 60.0, C
2023172, 60.0, C
2023235, 60.0, C
2023237, 60.0, C
2022276, 59.0, C
2022287, 59.0, C
2022446, 59.0, C
2022515, 59.0, C
2022588, 59.0, C
2022594, 59.0, C
2022600, 59.0, C
2022634, 59.0, C
2022643, 59.0, C
2022645, 59.0, C
2022674, 59.0, C
2022685, 59.0, C
2022687, 59.0, C
2022767, 59.0, C
2022805, 59.0, C
2022846, 59.0, C
2022870, 59.0, C
2022912, 59.0, C
2022932, 59.0, C
2023022, 59.0, C
2023081, 59.0, C
2023122, 59.0, C
2023175, 59.0, C
2022283, 58.0, C
2022308, 58.0, C
2022334, 58.0, C
2022411, 58.0, C
2022434, 58.0, C
2022461, 58.0, C
2022692, 58.0, C
2022710, 58.0, C
2022801, 58.0, C
2022835, 58.0, C
2022856, 58.0, C
2022882, 58.0, C
2022918, 58.0, C
2022921, 58.0, C
2022953, 58.0, C
2023089, 58.0, C
2023126, 58.0, C
2022261, 57.0, C
2022325, 57.0, C
2022339, 57.0, C
2022449, 57.0, C
2022507, 57.0, C
2022520, 57.0, C
2022583, 57.0, C
2022630, 57.0, C
2022702, 57.0, C
2022822, 57.0, C
2022855, 57.0, C
2023002, 57.0, C
2023010, 57.0, C
2023073, 57.0, C
2023102, 57.0, C
2023119, 57.0, C
2022254, 56.0, C
2022282, 56.0, C
2022328, 56.0, C
2022344, 56.0, C
2022354, 56.0, C
2022455, 56.0, C
2022501, 56.0, C
2022577, 56.0, C
2022651, 56.0, C
2022675, 56.0, C
2022706, 56.0, C
2022736, 56.0, C
2022738, 56.0, C
2022928, 56.0, C
2023001, 56.0, C
2023056, 56.0, C
2023158, 56.0, C
2023184, 56.0, C
2023192, 56.0, C
2023250, 56.0, C
2022296, 55.0, C
2022299, 55.0, C
2022311, 55.0, C
2022359, 55.0, C
2022369, 55.0, C
2022371, 55.0, C
2022394, 55.0, C
2022431, 55.0, C
2022492, 55.0, C
2022497, 55.0, C
2022561, 55.0, C
2022585, 55.0, C
2022635, 55.0, C
2022642, 55.0, C
2022866, 55.0, C
2023064, 55.0, C
2023105, 55.0, C
2023164, 55.0, C
2023171, 55.0, C
2023220, 55.0, C
2023225, 55.0, C
2022281, 54.0, C
2022289, 54.0, C
2022306, 54.0, C
2022458, 54.0, C
2022470, 54.0, C
2022495, 54.0, C
2022535, 54.0, C
2022544, 54.0, C
2022633, 54.0, C
2022636, 54.0, C
2022677, 54.0, C
2022681, 54.0, C
2022707, 54.0, C
2022711, 54.0, C
2022750, 54.0, C
2022764, 54.0, C
2022794, 54.0, C
2022978, 54.0, C
2023005, 54.0, C
2023061, 54.0, C
2023136, 54.0, C
2023153, 54.0, C
2023240, 54.0, C
2022265, 53.0, C
2022271, 53.0, C
2022304, 53.0, C
2022307, 53.0, C
2022377, 53.0, C
2022408, 53.0, C
2022440, 53.0, C
2022460, 53.0, C
2022469, 53.0, C
2022539, 53.0, C
2022563, 53.0, C
2022592, 53.0, C
2022598, 53.0, C
2022628, 53.0, C
2022653, 53.0, C
2022673, 53.0, C
2022718, 53.0, C
2022807, 53.0, C
2022823, 53.0, C
2022829, 53.0, C
2022936, 53.0, C
2022950, 53.0, C
2022965, 53.0, C
2022967, 53.0, C
2022986, 53.0, C
2023113, 53.0, C
2023115, 53.0, C
2023152, 53.0, C
2023227, 53.0, C
2022253, 52.0, C
2022303, 52.0, C
2022332, 52.0, C
2022341, 52.0, C
2022363, 52.0, C
2022389, 52.0, C
2022412, 52.0, C
2022441, 52.0, C
2022468, 52.0, C
2022502, 52.0, C
2022616, 52.0, C
2022654, 52.0, C
2022659, 52.0, C
2022690, 52.0, C
2022700, 52.0, C
2022746, 52.0, C
2022838, 52.0, C
2022842, 52.0, C
2022916, 52.0, C
2022937, 52.0, C
2022975, 52.0, C
2023118, 52.0, C
2022305, 51.0, C
2022322, 51.0, C
2022357, 51.0, C
2022365, 51.0, C
2022381, 51.0, C
2022417, 51.0, C
2022576, 51.0, C
2022614, 51.0, C
2022665, 51.0, C
2022712, 51.0, C
2022716, 51.0, C
2022737, 51.0, C
2022745, 51.0, C
2022755, 51.0, C
2022783, 51.0, C
2022809, 51.0, C
2022818, 51.0, C
2022924, 51.0, C
2022976, 51.0, C
2022982, 51.0, C
2022996, 51.0, C
2022997, 51.0, C
2023000, 51.0, C
2023017, 51.0, C
2023046, 51.0, C
2023142, 51.0, C
2023226, 51.0, C
2022252, 50.0, C
2022262, 50.0, C
2022401, 50.0, C
2022413, 50.0, C
2022429, 50.0, C
2022484, 50.0, C
2022570, 50.0, C
2022590, 50.0, C
2022621, 50.0, C
2022703, 50.0, C
2022775, 50.0, C
2022852, 50.0, C
2022911, 50.0, C
2022954, 50.0, C
2022955, 50.0, C
2022987, 50.0, C
2022998, 50.0, C
2023021, 50.0, C
2023129, 50.0, C
2023159, 50.0, C
2023201, 50.0, C
2022342, 49.0, C
2022364, 49.0, C
2022404, 49.0, C
2022559, 49.0, C
2022597, 49.0, C
2022613, 49.0, C
2022689, 49.0, C
2022721, 49.0, C
2022756, 49.0, C
2022768, 49.0, C
2022797, 49.0, C
2022853, 49.0, C
2022867, 49.0, C
2022957, 49.0, C
2023003, 49.0, C
2023020, 49.0, C
2023030, 49.0, C
2023139, 49.0, C
2023162, 49.0, C
2023202, 49.0, C
2022270, 48.0, D
2022273, 48.0, D
2022350, 48.0, D
2022410, 48.0, D
2022415, 48.0, D
2022462, 48.0, D
2022567, 48.0, D
2022582, 48.0, D
2022617, 48.0, D
2022622, 48.0, D
2022660, 48.0, D
2022696, 48.0, D
2022719, 48.0, D
2022804, 48.0, D
2022825, 48.0, D
2022860, 48.0, D
2022885, 48.0, D
2022902, 48.0, D
2022983, 48.0, D
2023008, 48.0, D
2023036, 48.0, D
2023062, 48.0, D
2023070, 48.0, D
2023072, 48.0, D
2023085, 48.0, D
2023150, 48.0, D
2023165, 48.0, D
2023236, 48.0, D
2023245, 48.0, D
2022298, 47.0, D
2022335, 47.0, D
2022532, 47.0, D
2022550, 47.0, D
2022623, 47.0, D
2022639, 47.0, D
2022662, 47.0, D
2022676, 47.0, D
2022694, 47.0, D
2022740, 47.0, D
2022759, 47.0, D
2022857, 47.0, D
2022862, 47.0, D
2022871, 47.0, D
2022891, 47.0, D
2022913, 47.0, D
2022917, 47.0, D
2022977, 47.0, D
2023009, 47.0, D
2023095, 47.0, D
2023144, 47.0, D
2023146, 47.0, D
2023179, 47.0, D
2023246, 47.0, D
2022259, 46.0, D
2022331, 46.0, D
2022361, 46.0, D
2022402, 46.0, D
2022432, 46.0, D
2022450, 46.0, D
2022466, 46.0, D
2022481, 46.0, D
2022485, 46.0, D
2022512, 46.0, D
2022516, 46.0, D
2022608, 46.0, D
2022650, 46.0, D
2022693, 46.0, D
2022812, 46.0, D
2022865, 46.0, D
2022958, 46.0, D
2022992, 46.0, D
2022999, 46.0, D
2023049, 46.0, D
2023148, 46.0, D
2023149, 46.0, D
2023193, 46.0, D
2023203, 46.0, D
2023229, 46.0, D
2022309, 45.0, D
2022386, 45.0, D
2022422, 45.0, D
2022536, 45.0, D
2022547, 45.0, D
2022554, 45.0, D
2022725, 45.0, D
2022727, 45.0, D
2022900, 45.0, D
2022933, 45.0, D
2022964, 45.0, D
2022973, 45.0, D
2023116, 45.0, D
2022286, 44.0, D
2022292, 44.0, D
2022330, 44.0, D
2022351, 44.0, D
2022368, 44.0, D
2022376, 44.0, D
2022448, 44.0, D
2022471, 44.0, D
2022560, 44.0, D
2022564, 44.0, D
2022747, 44.0, D
2022780, 44.0, D
2022875, 44.0, D
2022940, 44.0, D
2022984, 44.0, D
2023006, 44.0, D
2023031, 44.0, D
2023223, 44.0, D
2023234, 44.0, D
2022418, 43.0, D
2022503, 43.0, D
2022683, 43.0, D
2022697, 43.0, D
2022723, 43.0, D
2022744, 43.0, D
2022786, 43.0, D
2022814, 43.0, D
2022899, 43.0, D
2022925, 43.0, D
2022962, 43.0, D
2022972, 43.0, D
2022988, 43.0, D
2023134, 43.0, D
2023173, 43.0, D
2023194, 43.0, D
2023224, 43.0, D
2022301, 42.0, D
2022317, 42.0, D
2022318, 42.0, D
2022421, 42.0, D
2022488, 42.0, D
2022518, 42.0, D
2022578, 42.0, D
2022579, 42.0, D
2022602, 42.0, D
2022631, 42.0, D
2022646, 42.0, D
2022658, 42.0, D
2022679, 42.0, D
2022704, 42.0, D
2022828, 42.0, D
2022832, 42.0, D
2022854, 42.0, D
2022868, 42.0, D
2022893, 42.0, D
2022914, 42.0, D
2022941, 42.0, D
2023069, 42.0, D
2023214, 42.0, D
2022294, 41.0, D
2022326, 41.0, D
2022358, 41.0, D
2022366, 41.0, D
2022447, 41.0, D
2022494, 41.0, D
2022509, 41.0, D
2022558, 41.0, D
2022575, 41.0, D
2022606, 41.0, D
2022742, 41.0, D
2022751, 41.0, D
2022858, 41.0, D
2022869, 41.0, D
2022883, 41.0, D
2022907, 41.0, D
2023004, 41.0, D
2023040, 41.0, D
2023053, 41.0, D
2023059, 41.0, D
2023124, 41.0, D
2023154, 41.0, D
2023196, 41.0, D
2023217, 41.0, D
2022362, 40.0, D
2022400, 40.0, D
2022423, 40.0, D
2022456, 40.0, D
2022473, 40.0, D
2022508, 40.0, D
2022571, 40.0, D
2022771, 40.0, D
2022782, 40.0, D
2022796, 40.0, D
2022889, 40.0, D
2022926, 40.0, D
2022944, 40.0, D
2022974, 40.0, D
2022979, 40.0, D
2023018, 40.0, D
2023033, 40.0, D
2023043, 40.0, D
2023055, 40.0, D
2023057, 40.0, D
2023065, 40.0, D
2023103, 40.0, D
2023127, 40.0, D
2023155, 40.0, D
2022315, 39.0, D
2022320, 39.0, D
2022367, 39.0, D
2022385, 39.0, D
2022439, 39.0, D
2022442, 39.0, D
2022500, 39.0, D
2022504, 39.0, D
2022541, 39.0, D
2022580, 39.0, D
2022627, 39.0, D
2022699, 39.0, D
2022778, 39.0, D
2022848, 39.0, D
2022881, 39.0, D
2022901, 39.0, D
2022947, 39.0, D
2022990, 39.0, D
2023039, 39.0, D
2023117, 39.0, D
2023120, 39.0, D
2023130, 39.0, D
2023205, 39.0, D
2022272, 38.0, F
2022274, 38.0, F
2022290, 38.0, F
2022300, 38.0, F
2022478, 38.0, F
2022480, 38.0, F
2022496, 38.0, F
2022678, 38.0, F
2022709, 38.0, F
2022781, 38.0, F
2022813, 38.0, F
2022839, 38.0, F
2022938, 38.0, F
2022946, 38.0, F
2022989, 38.0, F
2023041, 38.0, F
2023067, 38.0, F
2023099, 38.0, F
2023100, 38.0, F
2023104, 38.0, F
2023128, 38.0, F
2023185, 38.0, F
2023247, 38.0, F
2022310, 37.0, F
2022360, 37.0, F
2022444, 37.0, F
2022607, 37.0, F
2022625, 37.0, F
2022731, 37.0, F
2022741, 37.0, F
2022815, 37.0, F
2022819, 37.0, F
2022887, 37.0, F
2022915, 37.0, F
2023037, 37.0, F
2023058, 37.0, F
2023135, 37.0, F
2022257, 36.0, F
2022316, 36.0, F
2022321, 36.0, F
2022419, 36.0, F
2022529, 36.0, F
2022647, 36.0, F
2022661, 36.0, F
2022785, 36.0, F
2022799, 36.0, F
2022927, 36.0, F
2022981, 36.0, F
2023048, 36.0, F
2023076, 36.0, F
2023191, 36.0, F
2022356, 35.0, F
2022393, 35.0, F
2022403, 35.0, F
2022409, 35.0, F
2022528, 35.0, F
2022540, 35.0, F
2022663, 35.0, F
2022686, 35.0, F
2022802, 35.0, F
2022934, 35.0, F
2023096, 35.0, F
2023098, 35.0, F
2023174, 35.0, F
2023190, 35.0, F
2022295, 34.0, F
2022337, 34.0, F
2022340, 34.0, F
2022372, 34.0, F
2022390, 34.0, F
2022399, 34.0, F
2022453, 34.0, F
2022499, 34.0, F
2022530, 34.0, F
2022551, 34.0, F
2022790, 34.0, F
2022800, 34.0, F
2022836, 34.0, F
2022905, 34.0, F
2022910, 34.0, F
2023035, 34.0, F
2023176, 34.0, F
2023189, 34.0, F
2023215, 34.0, F
2022285, 33.0, F
2022291, 33.0, F
2022437, 33.0, F
2022493, 33.0, F
2022546, 33.0, F
2022569, 33.0, F
2022574, 33.0, F
2022624, 33.0, F
2022641, 33.0, F
2022762, 33.0, F
2022789, 33.0, F
2022909, 33.0, F
2022942, 33.0, F
2023052, 33.0, F
2023143, 33.0, F
2023195, 33.0, F
2023207, 33.0, F
2022329, 32.0, F
2022395, 32.0, F
2022519, 32.0, F
2022523, 32.0, F
2022611, 32.0, F
2022632, 32.0, F
2022684, 32.0, F
2022733, 32.0, F
2022793, 32.0, F
2022888, 32.0, F
2022961, 32.0, F
2023071, 32.0, F
2023133, 32.0, F
2023241, 32.0, F
2022268, 31.0, F
2022603, 31.0, F
2022668, 31.0, F
2022670, 31.0, F
2022724, 31.0, F
2022753, 31.0, F
2022824, 31.0, F
2022826, 31.0, F
2022837, 31.0, F
2022935, 31.0, F
2022994, 31.0, F
2023027, 31.0, F
2023200, 31.0, F
2023233, 31.0, F
2023242, 31.0, F
2022467, 30.0, F
2022475, 30.0, F
2022521, 30.0, F
2022620, 30.0, F
2022638, 30.0, F
2022714, 30.0, F
2022770, 30.0, F
2022895, 30.0, F
2023083, 30.0, F
2023090, 30.0, F
2023092, 30.0, F
2023163, 30.0, F
2023182, 30.0, F
2022477, 29.0, F
2022549, 29.0, F
2022788, 29.0, F
2022811, 29.0, F
2022827, 29.0, F
2022952, 29.0, F
2022969, 29.0, F
2023210, 29.0, F
2023232, 29.0, F
2022483, 28.0, F
2022511, 28.0, F
2022553, 28.0, F
2022943, 28.0, F
2023108, 28.0, F
2023111, 28.0, F
2023178, 28.0, F
2022615, 27.0, F
2022637, 27.0, F
2022664, 27.0, F
2022777, 27.0, F
2022906, 27.0, F
2023026, 27.0, F
2023088, 27.0, F
2023231, 27.0, F
2022255, 26.0, F
2022387, 26.0, F
2022452, 26.0, F
2022601, 26.0, F
2022649, 26.0, F
2022757, 26.0, F
2022873, 26.0, F
2022897, 26.0, F
2022591, 25.0, F
2022732, 25.0, F
2022774, 25.0, F
2022831, 25.0, F
2022874, 25.0, F
2022886, 25.0, F
2022991, 25.0, F
2023045, 25.0, F
2023063, 25.0, F
2023209, 25.0, F
2022382, 24.0, F
2022524, 24.0, F
2022612, 24.0, F
2022640, 24.0, F
2022791, 24.0, F
2023145, 24.0, F
2023218, 24.0, F
2023228, 24.0, F
2022517, 23.0, F
2022795, 23.0, F
2022345, 22.0, F
2022626, 22.0, F
2022698, 22.0, F
2022920, 22.0, F
2023054, 22.0, F
2023109, 22.0, F
2023170, 22.0, F
2022312, 21.0, F
2022426, 21.0, F
2022482, 21.0, F
2022730, 21.0, F
2022776, 21.0, F
2022966, 21.0, F
2023077, 21.0, F
2022486, 20.0, F
2022841, 20.0, F
2022931, 20.0, F
2023106, 20.0, F
2023168, 20.0, F
2022760, 19.0, F
2022951, 19.0, F
2022314, 18.0, F
2022319, 18.0, F
2022346, 18.0, F
2022487, 18.0, F
2022672, 18.0, F
2022995, 18.0, F
2023019, 18.0, F
2023042, 18.0, F
2023132, 18.0, F
2022260, 17.0, F
2022680, 17.0, F
2022922, 17.0, F
2022939, 17.0, F
2023091, 17.0, F
2022840, 16.0, F
2023007, 16.0, F
2023094, 16.0, F
2023204, 15.0, F
2022293, 14.0, F
2022589, 14.0, F
2022798, 14.0, F
2023212, 13.0, F
2023015, 12.0, F
2023131, 12.0, F
2023034, 10.0, F
2023084, 10.0, F
2023251, 0.0, F
